0	1.41623E-8
0.05	5.02771E-8
0.1	1.70456E-7
0.15	5.519E-7
0.2	1.70653E-6
0.25	5.03934E-6
0.3	1.42115E-5
0.35	3.82747E-5
0.4	9.84441E-5
0.45	2.41809E-4
0.5	5.67235E-4
0.55	0.00127
0.6	0.00272
0.65	0.00555
0.7	0.01084
0.75	0.0202
0.8	0.03594
0.85	0.06109
0.9	0.09915
0.95	0.15369
1	0.2275
1.05	0.32162
1.1	0.43421
1.15	0.55985
1.2	0.68936
1.25	0.81063
1.3	0.91035
1.35	0.97634
1.4	0.99999
1.45	0.97814
1.5	0.91371
1.55	0.81512
1.6	0.69445
1.65	0.56503
1.7	0.43904
1.75	0.32579
1.8	0.23088
1.85	0.15626
1.9	0.10099
1.95	0.06234
2	0.03675
2.05	0.02069
2.1	0.01112
2.15	0.00571
2.2	0.0028
2.25	0.00131
2.3	5.86352E-4
2.35	2.5042E-4
2.4	1.02137E-4
2.45	3.97838E-5
2.5	1.47991E-5
2.55	5.25737E-6
2.6	1.78364E-6
2.65	5.77902E-7
2.7	1.78816E-7
2.75	5.28401E-8
2.8	1.49117E-8
2.85	4.0188E-9
2.9	1.03436E-9
2.95	2.54246E-10
3	5.96817E-11
3.05	1.33793E-11
3.1	2.8644E-12
3.15	5.85652E-13
3.2	1.14354E-13
3.25	2.1324E-14
3.3	3.79745E-15
3.35	6.45834E-16
3.4	1.04895E-16
3.45	1.62704E-17
3.5	2.41015E-18
3.55	3.40955E-19
3.6	4.60634E-20
3.65	0
3.7	0
3.75	0
3.8	0
3.85	0
3.9	0
3.95	0
4	0
4.05	0
4.1	0
4.15	0
4.2	0
4.25	0
4.3	0
4.35	0
4.4	0
4.45	0
4.5	0
4.55	0
4.6	0
4.65	0
4.7	0
4.75	0
4.8	0
4.85	0
4.9	0
4.95	0
5	0
5.05	0
5.1	0
5.15	0
5.2	0
5.25	0
5.3	0
5.35	0
5.4	0
5.45	0
5.5	0
5.55	0
5.6	0
5.65	0
5.7	0
5.75	0
5.8	0
5.85	0
5.9	0
5.95	0
6	0
6.05	0
6.1	0
6.15	0
6.2	0
6.25	0
6.3	0
6.35	0
6.4	0
6.45	0
6.5	0
6.55	0
6.6	0
6.65	0
6.7	0
6.75	0
6.8	0
6.85	0
6.9	0
6.95	0
7	0
7.05	0
7.1	0
7.15	0
7.2	0
7.25	0
7.3	0
7.35	0
7.4	0
7.45	0
7.5	0
7.55	0
7.6	0
7.65	0
7.7	0
7.75	0
7.8	0
7.85	0
7.9	0
7.95	0
8	0
8.05	0
8.1	0
8.15	0
8.2	0
8.25	0
8.3	0
8.35	0
8.4	0
8.45	0
8.5	0
8.55	0
8.6	0
8.65	0
8.7	0
8.75	0
8.8	0
8.85	0
8.9	0
8.95	0
9	0
9.05	0
9.1	0
9.15	0
9.2	0
9.25	0
9.3	0
9.35	0
9.4	0
9.45	0
9.5	0
9.55	0
9.6	0
9.65	0
9.7	0
9.75	0
9.8	0
9.85	0
9.9	0
9.95	0
10	0
10.05	0
10.1	0
10.15	0
10.2	0
10.25	0
10.3	0
10.35	0
10.4	0
10.45	0
10.5	0
10.55	0
10.6	0
10.65	0
10.7	0
10.75	0
10.8	0
10.85	0
10.9	0
10.95	0
11	0
11.05	0
11.1	0
11.15	0
11.2	0
11.25	0
11.3	0
11.35	0
11.4	0
11.45	0
11.5	0
11.55	0
11.6	0
11.65	0
11.7	0
11.75	0
11.8	0
11.85	0
11.9	0
11.95	0
12	0
12.05	0
12.1	0
12.15	0
12.2	0
12.25	0
12.3	0
12.35	0
12.4	0
12.45	0
12.5	0
12.55	0
12.6	0
12.65	0
12.7	0
12.75	0
12.8	0
12.85	0
12.9	0
12.95	0
13	0
13.05	0
13.1	0
13.15	0
13.2	0
13.25	0
13.3	0
13.35	0
13.4	0
13.45	0
13.5	0
13.55	0
13.6	0
13.65	0
13.7	0
13.75	0
13.8	0
13.85	0
13.9	0
13.95	0
14	0
14.05	0
14.1	0
14.15	0
14.2	0
14.25	0
14.3	0
14.35	0
14.4	0
14.45	0
14.5	0
14.55	0
14.6	0
14.65	0
14.7	0
14.75	0
14.8	0
14.85	0
14.9	0
14.95	0
15	0
15.05	0
15.1	0
15.15	0
15.2	0
15.25	0
15.3	0
15.35	0
15.4	0
15.45	0
15.5	0
15.55	0
15.6	0
15.65	0
15.7	0
15.75	0
15.8	0
15.85	0
15.9	0
15.95	0
16	0
16.05	0
16.1	0
16.15	0
16.2	0
16.25	0
16.3	0
16.35	0
16.4	0
16.45	0
16.5	0
16.55	0
16.6	0
16.65	0
16.7	0
16.75	0
16.8	0
16.85	0
16.9	0
16.95	0
17	0
17.05	0
17.1	0
17.15	0
17.2	0
17.25	0
17.3	0
17.35	0
17.4	0
17.45	0
17.5	0
17.55	0
17.6	0
17.65	0
17.7	0
17.75	0
17.8	0
17.85	0
17.9	0
17.95	0
18	0
18.05	0
18.1	0
18.15	0
18.2	0
18.25	0
18.3	0
18.35	0
18.4	0
18.45	0
18.5	0
18.55	0
18.6	0
18.65	0
18.7	0
18.75	0
18.8	0
18.85	0
18.9	0
18.95	0
19	0
19.05	0
19.1	0
19.15	0
19.2	0
19.25	0
19.3	0
19.35	0
19.4	0
19.45	0
19.5	0
19.55	0
19.6	0
19.65	0
19.7	0
19.75	0
19.8	0
19.85	0
19.9	0
19.95	0
20	0
20.05	0
20.1	0
20.15	0
20.2	0
20.25	0
20.3	0
20.35	0
20.4	0
20.45	0
20.5	0
20.55	0
20.6	0
20.65	0
20.7	0
20.75	0
20.8	0
20.85	0
20.9	0
20.95	0
21	0
21.05	0
21.1	0
21.15	0
21.2	0
21.25	0
21.3	0
21.35	0
21.4	0
21.45	0
21.5	0
21.55	0
21.6	0
21.65	0
21.7	0
21.75	0
21.8	0
21.85	0
21.9	0
21.95	0
22	0
22.05	0
22.1	0
22.15	0
22.2	0
22.25	0
22.3	0
22.35	0
22.4	0
22.45	0
22.5	0
22.55	0
22.6	0
22.65	0
22.7	0
22.75	0
22.8	0
22.85	0
22.9	0
22.95	0
23	0
23.05	0
23.1	0
23.15	0
23.2	0
23.25	0
23.3	0
23.35	0
23.4	0
23.45	0
23.5	0
23.55	0
23.6	0
23.65	0
23.7	0
23.75	0
23.8	0
23.85	0
23.9	0
23.95	0
24	0
24.05	0
24.1	0
24.15	0
24.2	0
24.25	0
24.3	0
24.35	0
24.4	0
24.45	0
24.5	0
24.55	0
24.6	0
24.65	0
24.7	0
24.75	0
24.8	0
24.85	0
24.9	0
24.95	0
25	0
25.05	0
25.1	0
25.15	0
25.2	0
25.25	0
25.3	0
25.35	0
25.4	0
25.45	0
25.5	0
25.55	0
25.6	0
25.65	0
25.7	0
25.75	0
25.8	0
25.85	0
25.9	0
25.95	0
26	0
26.05	0
26.1	0
26.15	0
26.2	0
26.25	0
26.3	0
26.35	0
26.4	0
26.45	0
26.5	0
26.55	0
26.6	0
26.65	0
26.7	0
26.75	0
26.8	0
26.85	0
26.9	0
26.95	0
27	0
27.05	0
27.1	0
27.15	0
27.2	0
27.25	0
